FAUX;VRAI;FAUX;FAUX;sum_{XI} P(X=XI / Y=yj);sum_{YJ} P(X=xi, Y=YJ);VRAI;VRAI;0.8;0.8;1.25;1,25;FAUX;FAUX;[-2, 2];[0, 4];G(1)-G(-1)=2G(1)-1=0.6827;G(1)-G(-1)=2G(1)-1=0.6827;VRAI;FAUX;0.05;0,15;1/a;|a|/a;0.5;0,5;une fonction rectangulaire dans l'intervalle [-1, 1];une fonction triangulaire dans l'internalle [-2, 2] et centrée en 0;?^2 / N;?^2 / N;-;A=110 et B=140;f_Y(y ) = (1/a) f_X((y-b)/a);f_Y(y ) = (1/a) f_X((y-b)/a);5;125;G((x-m)/?);G((x-m)/?)
FAUX;VRAI;FAUX;FAUX;sum_{XI} P(X=XI / Y=yj);sum_{YJ} P(X=xi, Y=YJ);VRAI;VRAI;0.8;0.8;1.25;1,25;FAUX;FAUX;[-2, 2];[0, 4];G(1)-G(-1)=2G(1)-1=0.6827;G(1)-G(-1)=2G(1)-1=0.6827;VRAI;FAUX;0.05;0,15;1/a;|a|/a;0.5;0,5;une fonction triangulaire dans l'internalle [-1, 1] et centrée en 0;une fonction triangulaire dans l'internalle [-2, 2] et centrée en 0;?^2 / N;?^2 / N;A=115 et B=135;A=110 et B=140;f_Y(y ) = (1/a) f_X((y-b)/a);f_Y(y ) = (1/a) f_X((y-b)/a);5;125;G((x-m)/?);G((x-m)/?)
FAUX;VRAI;FAUX;FAUX;sum_{XI} P(X=XI / Y=yj);sum_{YJ} P(X=xi, Y=YJ);VRAI;VRAI;0.8;0.8;1.25;1,25;FAUX;FAUX;[0, 4];[0, 4];G(1)-G(-1)=2G(1)-1=0.6827;G(1)-G(-1)=2G(1)-1=0.6827;VRAI;FAUX;0.05;0,15;1;|a|/a;0.5;0,5;une fonction triangulaire dans l'internalle [-2, 2] et centrée en 0;une fonction triangulaire dans l'internalle [-2, 2] et centrée en 0;?^2 / N;?^2 / N;Allure de f_M(m) incorrecte !;A=110 et B=140;f_Y(y ) = (1/a) f_X((y-b)/a);f_Y(y ) = (1/a) f_X((y-b)/a);5;125;G((x-m)/?);G((x-m)/?)
VRAI;VRAI;VRAI;FAUX;sum_{YJ} P(X=xi, Y=YJ);sum_{YJ} P(X=xi, Y=YJ);VRAI;VRAI;0.8;0.8;3,5;1,25;FAUX;FAUX;[-1, 1];[0, 4];G(1)-G(-1)=2G(1)-1=0.6827;G(1)-G(-1)=2G(1)-1=0.6827;FAUX;FAUX;-;0,15;-;|a|/a;0,5;0,5;une fonction triangulaire dans l'internalle [-1, 1] et centrée en 0;une fonction triangulaire dans l'internalle [-2, 2] et centrée en 0;?^2 / N;?^2 / N;Allure de f_M(m) incorrecte !;A=110 et B=140;-;f_Y(y ) = (1/a) f_X((y-b)/a);125;125;G((x-m)/?);G((x-m)/?)
VRAI;VRAI;FAUX;FAUX;sum_{XI} P(X=XI, Y=yj);sum_{YJ} P(X=xi, Y=YJ);-;VRAI;0.3;0.8;1.25;1,25;FAUX;FAUX;[-2, 2];[0, 4];G(2)-G(-2)=2G(2)-1=0.9545;G(1)-G(-1)=2G(1)-1=0.6827;FAUX;FAUX;-;0,15;-;|a|/a;0.5;0,5;une fonction rectangulaire dans l'intervalle [-1, 1];une fonction triangulaire dans l'internalle [-2, 2] et centrée en 0;?^2 / N;?^2 / N;A=110 et B=140;A=110 et B=140;f_Y(y ) = (1/a) f_X((y-b)/a);f_Y(y ) = (1/a) f_X((y-b)/a);130;125;G((x-m)/?);G((x-m)/?)
VRAI;VRAI;FAUX;FAUX;sum_{XI} P(X=XI, Y=yj);sum_{YJ} P(X=xi, Y=YJ);VRAI;VRAI;0.8;0.8;1,25;1,25;FAUX;FAUX;[-2, 2];[0, 4];G(2)-G(-2)=2G(2)-1=0.9545;G(1)-G(-1)=2G(1)-1=0.6827;FAUX;FAUX;-;0,15;1/a;|a|/a;0.5;0,5;une fonction rectangulaire dans l'intervalle [-1, 1];une fonction triangulaire dans l'internalle [-2, 2] et centrée en 0;?^2 / N;?^2 / N;A=110 et B=140;A=110 et B=140;f_Y(y ) = f_X((y-b)/a);f_Y(y ) = (1/a) f_X((y-b)/a);130;125;G((x-m)/?);G((x-m)/?)
VRAI;VRAI;FAUX;FAUX;sum_{YJ} P(X=xi, Y=YJ);sum_{YJ} P(X=xi, Y=YJ);VRAI;VRAI;0.8;0.8;-;1,25;FAUX;FAUX;[-1, 1];[0, 4];G(1)-G(-1)=2G(1)-1=0.6827;G(1)-G(-1)=2G(1)-1=0.6827;FAUX;FAUX;-;0,15;-;|a|/a;0.5;0,5;une fonction triangulaire dans l'internalle [-1, 1] et centrée en 0;une fonction triangulaire dans l'internalle [-2, 2] et centrée en 0;?^2 / N;?^2 / N;Allure de f_M(m) incorrecte !;A=110 et B=140;-;f_Y(y ) = (1/a) f_X((y-b)/a);125;125;G((x-m)/?);G((x-m)/?)
VRAI;VRAI;VRAI;FAUX;sum_{YJ} P(X=xi / Y=YJ);sum_{YJ} P(X=xi, Y=YJ);VRAI;VRAI;0.5;0.8;1.25;1,25;VRAI;FAUX;[-2, 2];[0, 4];G(1)-G(-1)=2G(1)-1=0.6827;G(1)-G(-1)=2G(1)-1=0.6827;FAUX;FAUX;0.5;0,15;1/a;|a|/a;0.5;0,5;une fonction triangulaire dans l'internalle [-1, 1] et centrée en 0;une fonction triangulaire dans l'internalle [-2, 2] et centrée en 0;?^2 / N;?^2 / N;A=110 et B=140;A=110 et B=140;f_Y(y ) = (1/a) f_X((y-b)/a);f_Y(y ) = (1/a) f_X((y-b)/a);125;125;G((x-m)/?);G((x-m)/?)
VRAI;VRAI;FAUX;FAUX;sum_{YJ} P(X=xi, Y=YJ);sum_{YJ} P(X=xi, Y=YJ);FAUX;VRAI;0.5;0.8;0,25;1,25;VRAI;FAUX;[-1, 3];[0, 4];G(2)=0.9772;G(1)-G(-1)=2G(1)-1=0.6827;VRAI;FAUX;0,3;0,15;1;|a|/a;0,5;0,5;une fonction triangulaire dans l'internalle [-1, 1] et centrée en 0;une fonction triangulaire dans l'internalle [-2, 2] et centrée en 0;N ?^2;?^2 / N;A=110 et B=140;A=110 et B=140;f_Y(y ) = (1/a) f_X((y-b)/a);f_Y(y ) = (1/a) f_X((y-b)/a);24;125;G((x-m)/?);G((x-m)/?)
VRAI;VRAI;FAUX;FAUX;sum_{XI} P(X=XI / Y=yj);sum_{YJ} P(X=xi, Y=YJ);VRAI;VRAI;0.8;0.8;0.5;1,25;FAUX;FAUX;[-1, 1];[0, 4];G(1)-G(-1)=2G(1)-1=0.6827;G(1)-G(-1)=2G(1)-1=0.6827;FAUX;FAUX;0.6;0,15;|a|/a;|a|/a;0;0,5;une fonction triangulaire dans l'internalle [-1, 1] et centrée en 0;une fonction triangulaire dans l'internalle [-2, 2] et centrée en 0;?^2 / N;?^2 / N;Allure de f_M(m) incorrecte !;A=110 et B=140;f_Y(y ) = (1/a) f_X((y-b)/a);f_Y(y ) = (1/a) f_X((y-b)/a);110;125;G((x-m)/?);G((x-m)/?)
VRAI;VRAI;FAUX;FAUX;sum_{YJ} P(X=xi, Y=YJ);sum_{YJ} P(X=xi, Y=YJ);VRAI;VRAI;0.5;0.8;0,6;1,25;VRAI;FAUX;[-1, 3];[0, 4];G(1)-G(-1)=2G(1)-1=0.6827;G(1)-G(-1)=2G(1)-1=0.6827;VRAI;FAUX;0,3;0,15;1/a;|a|/a;0,5;0,5;une fonction rectangulaire dans l'intervalle [-1, 1];une fonction triangulaire dans l'internalle [-2, 2] et centrée en 0;?^2 / N;?^2 / N;Allure de f_M(m) incorrecte !;A=110 et B=140;f_Y(y ) = f_X((y-b)/a);f_Y(y ) = (1/a) f_X((y-b)/a);125;125;G((x-m)/?);G((x-m)/?)
VRAI;VRAI;FAUX;FAUX;sum_{YJ} P(X=xi, Y=YJ);sum_{YJ} P(X=xi, Y=YJ);VRAI;VRAI;0.8;0.8;-;1,25;FAUX;FAUX;[-2, 2];[0, 4];G(1)-G(-1)=2G(1)-1=0.6827;G(1)-G(-1)=2G(1)-1=0.6827;FAUX;FAUX;-;0,15;1/a;|a|/a;-;0,5;une fonction triangulaire dans l'internalle [-1, 1] et centrée en 0;une fonction triangulaire dans l'internalle [-2, 2] et centrée en 0;?^2 / N;?^2 / N;A=110 et B=140;A=110 et B=140;f_Y(y ) = f_X(ay+b);f_Y(y ) = (1/a) f_X((y-b)/a);-;125;G((x-m)/?);G((x-m)/?)
VRAI;VRAI;FAUX;FAUX;sum_{XI} P(X=XI, Y=yj);sum_{YJ} P(X=xi, Y=YJ);VRAI;VRAI;0.8;0.8;0.0991;1,25;FAUX;FAUX;[-2, 2];[0, 4];G(1)=0.8413;G(1)-G(-1)=2G(1)-1=0.6827;FAUX;FAUX;0.3;0,15;1;|a|/a;1;0,5;une fonction triangulaire dans l'internalle [-1, 1] et centrée en 0;une fonction triangulaire dans l'internalle [-2, 2] et centrée en 0;?^2 / N;?^2 / N;A=110 et B=140;A=110 et B=140;f_Y(y ) = f_X((y-b)/a);f_Y(y ) = (1/a) f_X((y-b)/a);130;125;G((x-m)/?);G((x-m)/?)
VRAI;VRAI;FAUX;FAUX;sum_{XI} P(X=XI, Y=yj);sum_{YJ} P(X=xi, Y=YJ);VRAI;VRAI;0.3;0.8;1,25;1,25;FAUX;FAUX;[-2, 2];[0, 4];G(2)-G(-2)=2G(2)-1=0.9545;G(1)-G(-1)=2G(1)-1=0.6827;FAUX;FAUX;-;0,15;1/a;|a|/a;0,5;0,5;une fonction rectangulaire dans l'intervalle [-1, 1];une fonction triangulaire dans l'internalle [-2, 2] et centrée en 0;?^2 / N;?^2 / N;A=115 et B=135;A=110 et B=140;f_Y(y ) = f_X((y-b)/a);f_Y(y ) = (1/a) f_X((y-b)/a);130;125;G((x-m)/?);G((x-m)/?)
VRAI;VRAI;VRAI;FAUX;sum_{XI} P(X=XI, Y=yj);sum_{YJ} P(X=xi, Y=YJ);FAUX;VRAI;0.8;0.8;-;1,25;FAUX;FAUX;[-1, 3];[0, 4];G(2)-G(-2)=2G(2)-1=0.9545;G(1)-G(-1)=2G(1)-1=0.6827;FAUX;FAUX;-;0,15;1;|a|/a;0.5;0,5;une fonction triangulaire dans l'internalle [-1, 1] et centrée en 0;une fonction triangulaire dans l'internalle [-2, 2] et centrée en 0;?^2;?^2 / N;A=110 et B=140;A=110 et B=140;f_Y(y ) = (1/a) f_X((y-b)/a);f_Y(y ) = (1/a) f_X((y-b)/a);130;125;G((x-m)/?);G((x-m)/?)
VRAI;VRAI;FAUX;FAUX;sum_{YJ} P(X=xi, Y=YJ);sum_{YJ} P(X=xi, Y=YJ);FAUX;VRAI;0.8;0.8;1,25;1,25;FAUX;FAUX;[0, 4];[0, 4];G(1)-G(-1)=2G(1)-1=0.6827;G(1)-G(-1)=2G(1)-1=0.6827;FAUX;FAUX;0,15;0,15;|a|/a;|a|/a;0,5;0,5;une fonction triangulaire dans l'internalle [-2, 2] et centrée en 0;une fonction triangulaire dans l'internalle [-2, 2] et centrée en 0;?^2 / N;?^2 / N;Allure de f_M(m) incorrecte !;A=110 et B=140;f_Y(y ) = (1/a) f_X((y-b)/a);f_Y(y ) = (1/a) f_X((y-b)/a);125;125;G((x-m)/?);G((x-m)/?)
VRAI;VRAI;FAUX;FAUX;sum_{XI} P(X=XI, Y=yj);sum_{YJ} P(X=xi, Y=YJ);VRAI;VRAI;0.8;0.8;1.25;1,25;VRAI;FAUX;[-2, 2];[0, 4];G(2)-G(-2)=2G(2)-1=0.9545;G(1)-G(-1)=2G(1)-1=0.6827;FAUX;FAUX;0.3;0,15;a;|a|/a;0.5;0,5;une fonction rectangulaire dans l'intervalle [-1, 1];une fonction triangulaire dans l'internalle [-2, 2] et centrée en 0;?^2;?^2 / N;Allure de f_M(m) incorrecte !;A=110 et B=140;f_Y(y ) = (1/a) f_X((y-b)/a);f_Y(y ) = (1/a) f_X((y-b)/a);150;125;G((x-m)/?);G((x-m)/?)
VRAI;VRAI;VRAI;FAUX;sum_{YJ} P(X=xi, Y=YJ);sum_{YJ} P(X=xi, Y=YJ);FAUX;VRAI;0.8;0.8;1.25;1,25;VRAI;FAUX;[-2, 2];[0, 4];G(1)-G(-1)=2G(1)-1=0.6827;G(1)-G(-1)=2G(1)-1=0.6827;FAUX;FAUX;0.3;0,15;1;|a|/a;0.5;0,5;une fonction rectangulaire dans l'intervalle [-2, 2];une fonction triangulaire dans l'internalle [-2, 2] et centrée en 0;?^2 / N;?^2 / N;Allure de f_M(m) incorrecte !;A=110 et B=140;f_Y(y ) = (1/a) f_X((y-b)/a);f_Y(y ) = (1/a) f_X((y-b)/a);125;125;G((x-m)/?);G((x-m)/?)
VRAI;VRAI;FAUX;FAUX;sum_{YJ} P(X=xi, Y=YJ);sum_{YJ} P(X=xi, Y=YJ);VRAI;VRAI;0.5;0.8;0.45;1,25;VRAI;FAUX;[-1, 3];[0, 4];G(1)-G(-1)=2G(1)-1=0.6827;G(1)-G(-1)=2G(1)-1=0.6827;VRAI;FAUX;0.3;0,15;1/a;|a|/a;0.5;0,5;une fonction rectangulaire dans l'intervalle [-1, 1];une fonction triangulaire dans l'internalle [-2, 2] et centrée en 0;?^2 / N;?^2 / N;Allure de f_M(m) incorrecte !;A=110 et B=140;f_Y(y ) = f_X((y-b)/a);f_Y(y ) = (1/a) f_X((y-b)/a);125;125;G((x-m)/?);G((x-m)/?)
VRAI;VRAI;FAUX;FAUX;sum_{YJ} P(X=xi, Y=YJ);sum_{YJ} P(X=xi, Y=YJ);VRAI;VRAI;1;0.8;05-avr;1,25;FAUX;FAUX;[-2, 2];[0, 4];G(2)=0.9772;G(1)-G(-1)=2G(1)-1=0.6827;FAUX;FAUX;0.3;0,15;-;|a|/a;0.5;0,5;une fonction rectangulaire dans l'intervalle [-1, 1];une fonction triangulaire dans l'internalle [-2, 2] et centrée en 0;?^2 / N;?^2 / N;A=110 et B=140;A=110 et B=140;f_Y(y ) = f_X((y-b)/a);f_Y(y ) = (1/a) f_X((y-b)/a);MOYENNE  = 5;125;G((x-m)/?);G((x-m)/?)
VRAI;VRAI;VRAI;FAUX;sum_{XI} P(X=XI, Y=yj);sum_{YJ} P(X=xi, Y=YJ);VRAI;VRAI;0.5;0.8;1.25;1,25;FAUX;FAUX;[-2, 2];[0, 4];G(1)-G(-1)=2G(1)-1=0.6827;G(1)-G(-1)=2G(1)-1=0.6827;FAUX;FAUX;0.5;0,15;|a|/a;|a|/a;0;0,5;une fonction rectangulaire dans l'intervalle [-1, 1];une fonction triangulaire dans l'internalle [-2, 2] et centrée en 0;?^2 / N;?^2 / N;Allure de f_M(m) incorrecte !;A=110 et B=140;f_Y(y ) = f_X(y )    (les lois de X et Y sont équivalentes);f_Y(y ) = (1/a) f_X((y-b)/a);125;125;G((x-m)/?);G((x-m)/?)
VRAI;VRAI;FAUX;FAUX;sum_{XI} P(X=XI, Y=yj);sum_{YJ} P(X=xi, Y=YJ);FAUX;VRAI;0.8;0.8;1.25;1,25;FAUX;FAUX;[0, 4];[0, 4];G(1)-G(-1)=2G(1)-1=0.6827;G(1)-G(-1)=2G(1)-1=0.6827;FAUX;FAUX;0.15;0,15;1;|a|/a;0.5;0,5;une fonction triangulaire dans l'internalle [-2, 2] et centrée en 0;une fonction triangulaire dans l'internalle [-2, 2] et centrée en 0;?^2 / N;?^2 / N;Allure de f_M(m) incorrecte !;A=110 et B=140;f_Y(y ) = (1/a) f_X((y-b)/a);f_Y(y ) = (1/a) f_X((y-b)/a);130;125;G((x-m)/?);G((x-m)/?)
VRAI;VRAI;FAUX;FAUX;sum_{XI} P(X=XI, Y=yj);sum_{YJ} P(X=xi, Y=YJ);FAUX;VRAI;0.8;0.8;0.25;1,25;FAUX;FAUX;[-2, 2];[0, 4];G(1)-G(-1)=2G(1)-1=0.6827;G(1)-G(-1)=2G(1)-1=0.6827;FAUX;FAUX;0.3;0,15;|a|/a;|a|/a;2;0,5;une fonction triangulaire dans l'internalle [-1, 1] et centrée en 0;une fonction triangulaire dans l'internalle [-2, 2] et centrée en 0;?^2 / sqrt(N);?^2 / N;Allure de f_M(m) incorrecte !;A=110 et B=140;f_Y(y ) = (1/a) f_X((y-b)/a);f_Y(y ) = (1/a) f_X((y-b)/a);48;125;G((x-m)/?);G((x-m)/?)
VRAI;VRAI;FAUX;FAUX;sum_{YJ} P(X=xi, Y=YJ);sum_{YJ} P(X=xi, Y=YJ);VRAI;VRAI;0.8;0.8;-;1,25;FAUX;FAUX;[-1, 3];[0, 4];G(1)-G(-1)=2G(1)-1=0.6827;G(1)-G(-1)=2G(1)-1=0.6827;FAUX;FAUX;0.1;0,15;1;|a|/a;-;0,5;une fonction triangulaire dans l'internalle [-1, 1] et centrée en 0;une fonction triangulaire dans l'internalle [-2, 2] et centrée en 0;?^2 / N;?^2 / N;A=110 et B=140;A=110 et B=140;f_Y(y ) = f_X((y-b)/a);f_Y(y ) = (1/a) f_X((y-b)/a);125;125;G((x-m)/?);G((x-m)/?)
VRAI;VRAI;VRAI;FAUX;sum_{XI} P(X=XI, Y=yj);sum_{YJ} P(X=xi, Y=YJ);VRAI;VRAI;0.5;0.8;0.75;1,25;FAUX;FAUX;[-1, 1];[0, 4];G(1)-G(-1)=2G(1)-1=0.6827;G(1)-G(-1)=2G(1)-1=0.6827;VRAI;FAUX;0.1;0,15;1/a;|a|/a;-0.25;0,5;une fonction rectangulaire dans l'intervalle [-1, 1];une fonction triangulaire dans l'internalle [-2, 2] et centrée en 0;?^2 / N;?^2 / N;Allure de f_M(m) incorrecte !;A=110 et B=140;f_Y(y ) = f_X((y-b)/a);f_Y(y ) = (1/a) f_X((y-b)/a);5;125;G((x-m)/?);G((x-m)/?)
VRAI;VRAI;FAUX;FAUX;sum_{XI} P(X=XI, Y=yj);sum_{YJ} P(X=xi, Y=YJ);VRAI;VRAI;0.5;0.8;1;1,25;VRAI;FAUX;[-1, 1];[0, 4];G(1)=0.8413;G(1)-G(-1)=2G(1)-1=0.6827;FAUX;FAUX;0.3;0,15;1;|a|/a;0;0,5;une fonction rectangulaire dans l'intervalle [-1, 1];une fonction triangulaire dans l'internalle [-2, 2] et centrée en 0;?^2;?^2 / N;Allure de f_M(m) incorrecte !;A=110 et B=140;f_Y(y ) = f_X((y-b)/a);f_Y(y ) = (1/a) f_X((y-b)/a);130;125;G((x-m)/?);G((x-m)/?)
VRAI;VRAI;FAUX;FAUX;sum_{YJ} P(X=xi, Y=YJ);sum_{YJ} P(X=xi, Y=YJ);FAUX;VRAI;0.5;0.8;0,25;1,25;VRAI;FAUX;[-2, 2];[0, 4];G(1)-G(-1)=2G(1)-1=0.6827;G(1)-G(-1)=2G(1)-1=0.6827;FAUX;FAUX;0,02;0,15;1/a;|a|/a;0,5;0,5;une fonction triangulaire dans l'internalle [-1, 1] et centrée en 0;une fonction triangulaire dans l'internalle [-2, 2] et centrée en 0;?^2;?^2 / N;Allure de f_M(m) incorrecte !;A=110 et B=140;f_Y(y ) = (1/a) f_X((y-b)/a);f_Y(y ) = (1/a) f_X((y-b)/a);5;125;G((x-m)/?);G((x-m)/?)
-;VRAI;FAUX;FAUX;sum_{YJ} P(X=xi, Y=YJ);sum_{YJ} P(X=xi, Y=YJ);-;VRAI;0.5;0.8;0,25;1,25;FAUX;FAUX;[-1, 1];[0, 4];G(2)-G(-2)=2G(2)-1=0.9545;G(1)-G(-1)=2G(1)-1=0.6827;FAUX;FAUX;-;0,15;1;|a|/a;01-févr;0,5;une fonction rectangulaire dans l'intervalle [-1, 1];une fonction triangulaire dans l'internalle [-2, 2] et centrée en 0;?^2 / N;?^2 / N;-;A=110 et B=140;f_Y(y ) = (1/a) f_X((y-b)/a);f_Y(y ) = (1/a) f_X((y-b)/a);-;125;G((x-m)/?);G((x-m)/?)
VRAI;VRAI;FAUX;FAUX;sum_{XI} P(X=XI / Y=yj);sum_{YJ} P(X=xi, Y=YJ);VRAI;VRAI;1;0.8;0.25;1,25;VRAI;FAUX;[-2, 2];[0, 4];G(1)-G(-1)=2G(1)-1=0.6827;G(1)-G(-1)=2G(1)-1=0.6827;FAUX;FAUX;0.3;0,15;1;|a|/a;01-févr;0,5;une fonction triangulaire dans l'internalle [-1, 1] et centrée en 0;une fonction triangulaire dans l'internalle [-2, 2] et centrée en 0;?^2;?^2 / N;A=110 et B=140;A=110 et B=140;f_Y(y ) = f_X(ay+b);f_Y(y ) = (1/a) f_X((y-b)/a);125;125;G((m-x)/?);G((x-m)/?)
VRAI;VRAI;FAUX;FAUX;sum_{XI} P(X=XI, Y=yj);sum_{YJ} P(X=xi, Y=YJ);VRAI;VRAI;0.5;0.8;1.25;1,25;VRAI;FAUX;[-1, 3];[0, 4];G(1)-G(-1)=2G(1)-1=0.6827;G(1)-G(-1)=2G(1)-1=0.6827;FAUX;FAUX;0.02;0,15;1/a;|a|/a;0.5;0,5;une fonction rectangulaire dans l'intervalle [-1, 1];une fonction triangulaire dans l'internalle [-2, 2] et centrée en 0;?^2 / N;?^2 / N;A=110 et B=140;A=110 et B=140;f_Y(y ) = (1/a) f_X((y-b)/a);f_Y(y ) = (1/a) f_X((y-b)/a);125;125;G((x-m)/?);G((x-m)/?)
